Volcano Name,Eruption Type,Start Date,Max. VEI
Michoacan-Guanajuato,Confirmed Eruption,5940 BCE,--
Redoubt,Confirmed Eruption,5950 BCE,--
Gorely,Confirmed Eruption,5950 BCE,3
Akita-Komagatake,Confirmed Eruption,5950 BCE,3
Niijima,Confirmed Eruption,5950 BCE,--
Aira,Confirmed Eruption,5950 BCE,--
Katla,Confirmed Eruption,5960 BCE,--
Lamington,Confirmed Eruption,5980 BCE,--
Avachinsky,Confirmed Eruption,5980 BCE,5
Udokan Plateau,Confirmed Eruption,5990 BCE,--
Unknown Source,Confirmed Eruption,5995 BCE,--
Krysuvik-Trolladyngja,Confirmed Eruption,6000 BCE,0
Sheveluch,Confirmed Eruption,6000 BCE,3
Krasheninnikov,Confirmed Eruption,6000 BCE,4
Mutnovsky,Confirmed Eruption,6000 BCE,2
Hakoneyama,Confirmed Eruption,6000 BCE,3
Chaine des Puys,Confirmed Eruption,6020 BCE,--
Haleakala,Confirmed Eruption,6030 BCE,--
Corcovado,Confirmed Eruption,6030 BCE,--
Snaefellsjokull,Confirmed Eruption,6050 BCE,--
Barva,Confirmed Eruption,6050 BCE,4
La Palma,Confirmed Eruption,6050 BCE,--
Katla,Confirmed Eruption,6050 BCE,--
Vestmannaeyjar,Confirmed Eruption,6050 BCE,--
Torfajokull,Confirmed Eruption,6050 BCE,--
Shasta,Confirmed Eruption,6050 BCE,--
Spurr,Confirmed Eruption,6050 BCE,--
Yellowstone,Confirmed Eruption,6050 BCE,--
Redoubt,Confirmed Eruption,6050 BCE,--
Fujisan,Confirmed Eruption,6050 BCE,--
Hiuchigatake,Confirmed Eruption,6050 BCE,--
Izu-Oshima,Confirmed Eruption,6050 BCE,--
Nasudake,Confirmed Eruption,6050 BCE,2
Gorely,Confirmed Eruption,6050 BCE,0
Zheltovsky,Confirmed Eruption,6050 BCE,--
Tolbachik,Confirmed Eruption,6050 BCE,--
Stromboli,Confirmed Eruption,6050 BCE,0
Menengai,Confirmed Eruption,6050 BCE,6
Olkaria,Confirmed Eruption,6050 BCE,--
Silali,Confirmed Eruption,6050 BCE,--
Itasy Volcanic Field,Confirmed Eruption,6050 BCE,--
Meidob Volcanic Field,Confirmed Eruption,6050 BCE,4
Mayor Island,Confirmed Eruption,6050 BCE,--
Taranaki,Confirmed Eruption,6050 BCE,--
Aira,Confirmed Eruption,6050 BCE,5
Popa,Confirmed Eruption,6050 BCE,3
Okataina,Confirmed Eruption,6060 BCE,5
Avachinsky,Confirmed Eruption,6100 BCE,--
Makushin,Confirmed Eruption,6100 BCE,5
Sheveluch,Confirmed Eruption,6100 BCE,3
West Crater,Confirmed Eruption,6110 BCE,2
"Malinche, La",Confirmed Eruption,6120 BCE,--
Pantelleria,Confirmed Eruption,6130 BCE,--
"Quill, The",Confirmed Eruption,6140 BCE,4
Heidarspordar,Confirmed Eruption,6150 BCE,0
Ichinsky,Confirmed Eruption,6150 BCE,--
Redoubt,Confirmed Eruption,6150 BCE,--
Maly Semyachik,Confirmed Eruption,6150 BCE,--
Adatarayama,Confirmed Eruption,6150 BCE,3
Akita-Komagatake,Confirmed Eruption,6150 BCE,--
Katla,Confirmed Eruption,6170 BCE,--
Redoubt,Confirmed Eruption,6190 BCE,--
Etna,Confirmed Eruption,6190 BCE,--
Yonemaru-Sumiyoshiike,Confirmed Eruption,6200 BCE,3
Sheveluch,Confirmed Eruption,6200 BCE,3
Katla,Confirmed Eruption,6200 BCE,--
Tenerife,Confirmed Eruption,6200 BCE,--
Guagua Pichincha,Confirmed Eruption,6200 BCE,--
Udokan Plateau,Confirmed Eruption,6210 BCE,--
Nemrut Dagi,Confirmed Eruption,6213 BCE,--
"Orizaba, Pico de",Confirmed Eruption,6220 BCE,3
Haleakala,Confirmed Eruption,6220 BCE,--
Pelee,Confirmed Eruption,6220 BCE,4
Katla,Confirmed Eruption,6230 BCE,--
Acigol-Nevsehir,Confirmed Eruption,6230 BCE,--
Fujisan,Confirmed Eruption,6240 BCE,--
Towada,Confirmed Eruption,6250 BCE,4
Krasheninnikov,Confirmed Eruption,6250 BCE,--
Popocatepetl,Confirmed Eruption,6250 BCE,--
Indian Heaven,Confirmed Eruption,6250 BCE,--
Mauna Loa,Confirmed Eruption,6250 BCE,0
Chaine des Puys,Confirmed Eruption,6250 BCE,--
Yonemaru-Sumiyoshiike,Confirmed Eruption,6250 BCE,2
Takahe,Confirmed Eruption,6250 BCE,--
Grimsnes,Confirmed Eruption,6250 BCE,--
Kusatsu-Shiranesan,Confirmed Eruption,6270 BCE,--
Unknown Source,Confirmed Eruption,6273 BCE,--
Redoubt,Confirmed Eruption,6280 BCE,--
Aniakchak,Confirmed Eruption,6300 BCE,6
Iwatesan,Confirmed Eruption,6300 BCE,--
Bakening,Confirmed Eruption,6300 BCE,--
Campi Flegrei,Confirmed Eruption,6300 BCE,--
Guagua Pichincha,Confirmed Eruption,6300 BCE,--
Calbuco,Confirmed Eruption,6300 BCE,--
Okmok,Confirmed Eruption,6310 BCE,4
"Malinche, La",Confirmed Eruption,6310 BCE,--
Chikurachki,Confirmed Eruption,6310 BCE,4
Colima,Confirmed Eruption,6320 BCE,--
Unknown Source,Confirmed Eruption,6338 BCE,--
Lanin,Confirmed Eruption,6340 BCE,--
Sheveluch,Confirmed Eruption,6350 BCE,4
Krasheninnikov,Confirmed Eruption,6350 BCE,--
Akita-Komagatake,Confirmed Eruption,6350 BCE,3
Bandaisan,Confirmed Eruption,6350 BCE,--
Vulcano,Confirmed Eruption,6350 BCE,--
Aira,Confirmed Eruption,6350 BCE,--
Unknown Source,Confirmed Eruption,6360 BCE,--
Katla,Confirmed Eruption,6380 BCE,--
Sheveluch,Confirmed Eruption,6380 BCE,4
Unknown Source,Confirmed Eruption,6397 BCE,--
Guagua Pichincha,Confirmed Eruption,6400 BCE,--
Sheveluch,Confirmed Eruption,6400 BCE,4
Khangar,Confirmed Eruption,6400 BCE,--
Asamayama,Confirmed Eruption,6400 BCE,--
Kizimen,Confirmed Eruption,6400 BCE,5
Kurile Lake,Confirmed Eruption,6440 BCE,7
Iwatesan,Confirmed Eruption,6450 BCE,--
Miyakejima,Confirmed Eruption,6450 BCE,4
Ulreung,Confirmed Eruption,6450 BCE,--
Perbakti-Gagak,Confirmed Eruption,6450 BCE,--
Pelee,Confirmed Eruption,6450 BCE,--
Soufriere Guadeloupe,Confirmed Eruption,6450 BCE,--
Unknown Source,Confirmed Eruption,6470 BCE,--
Nemrut Dagi,Confirmed Eruption,6471 BCE,--
Unknown Source,Confirmed Eruption,6476 BCE,--
Michoacan-Guanajuato,Confirmed Eruption,6480 BCE,3
Campi Flegrei,Confirmed Eruption,6490 BCE,3
Sheveluch,Confirmed Eruption,6500 BCE,3
Krafla,Confirmed Eruption,6500 BCE,--
"Chichon, El",Confirmed Eruption,6510 BCE,--
Romeral,Confirmed Eruption,6510 BCE,4
Edziza,Confirmed Eruption,6520 BCE,--
Mammoth Mountain,Confirmed Eruption,6540 BCE,2
Mauna Loa,Confirmed Eruption,6550 BCE,0
Ugashik-Peulik,Confirmed Eruption,6550 BCE,--
Izu-Oshima,Confirmed Eruption,6550 BCE,--
Kusatsu-Shiranesan,Confirmed Eruption,6550 BCE,3
Hakusan,Confirmed Eruption,6550 BCE,--
Krasheninnikov,Confirmed Eruption,6550 BCE,--
Bakening,Confirmed Eruption,6550 BCE,3
Kostakan,Confirmed Eruption,6550 BCE,3
Toya,Confirmed Eruption,6550 BCE,--
Chaine des Puys,Confirmed Eruption,6550 BCE,--
Vulcano,Confirmed Eruption,6550 BCE,--
Emuruangogolak,Confirmed Eruption,6550 BCE,--
Namarunu,Confirmed Eruption,6550 BCE,--
Tenerife,Confirmed Eruption,6550 BCE,--
Unknown Source,Confirmed Eruption,6555 BCE,--
Taveuni,Confirmed Eruption,6560 BCE,2
Fujisan,Confirmed Eruption,6580 BCE,--
Dieng Volcanic Complex,Confirmed Eruption,6590 BCE,0
Karymsky,Confirmed Eruption,6600 BCE,6
Sheveluch,Confirmed Eruption,6600 BCE,4
Sabancaya,Confirmed Eruption,6600 BCE,--
Pelee,Confirmed Eruption,6610 BCE,4
Unknown Source,Confirmed Eruption,6614 BCE,--
Corcovado,Confirmed Eruption,6640 BCE,--
Yanteles,Confirmed Eruption,6650 BCE,--
Soche,Confirmed Eruption,6650 BCE,5
Guagua Pichincha,Confirmed Eruption,6650 BCE,--
Bardarbunga,Confirmed Eruption,6650 BCE,--
Makushin,Confirmed Eruption,6650 BCE,--
Mauna Loa,Confirmed Eruption,6650 BCE,0
Shasta,Confirmed Eruption,6650 BCE,--
Izu-Oshima,Confirmed Eruption,6650 BCE,--
Adatarayama,Confirmed Eruption,6650 BCE,3
Campi Flegrei,Confirmed Eruption,6650 BCE,4
Chaiten,Confirmed Eruption,6650 BCE,--
"Ruiz, Nevado del",Confirmed Eruption,6660 BCE,--
Esan,Confirmed Eruption,6670 BCE,3
Ushkovsky,Confirmed Eruption,6670 BCE,--
Villarrica,Confirmed Eruption,6690 BCE,4
Haleakala,Confirmed Eruption,6700 BCE,--
"Malinche, La",Confirmed Eruption,6710 BCE,--
"Orizaba, Pico de",Confirmed Eruption,6710 BCE,5
Terceira,Confirmed Eruption,6720 BCE,--
Unknown Source,Confirmed Eruption,6721 BCE,--
Deception Island,Confirmed Eruption,6750 BCE,--
Agua de Pau,Confirmed Eruption,6750 BCE,--
Mono-Inyo Craters,Confirmed Eruption,6750 BCE,--
Hasan Dagi,Uncertain Eruption,6750 BCE,--
Kuchinoshima,Confirmed Eruption,6750 BCE,--
Haleakala,Confirmed Eruption,6760 BCE,--
Calbuco,Confirmed Eruption,6760 BCE,5
Unknown Source,Confirmed Eruption,6766 BCE,--
Krafla,Confirmed Eruption,6800 BCE,2
Theistareykir,Confirmed Eruption,6800 BCE,0
Sheveluch,Confirmed Eruption,6800 BCE,5
Bolshoi Semiachik,Confirmed Eruption,6800 BCE,--
Hualalai,Confirmed Eruption,6820 BCE,0
Copahue,Confirmed Eruption,6820 BCE,--
Iskut-Unuk River Cones,Confirmed Eruption,6830 BCE,--
Abu,Confirmed Eruption,6850 BCE,--
Ubinas,Confirmed Eruption,6850 BCE,--
Krafla,Confirmed Eruption,6850 BCE,2
Tenerife,Confirmed Eruption,6850 BCE,--
Llaima,Confirmed Eruption,6880 BCE,5
Erciyes Dagi,Confirmed Eruption,6880 BCE,--
"Malinche, La",Confirmed Eruption,6890 BCE,--
"Chillan, Nevados de",Confirmed Eruption,6890 BCE,--
Infiernillo,Confirmed Eruption,6890 BCE,--
Atacazo,Confirmed Eruption,6910 BCE,4
Endeavour Segment,Confirmed Eruption,6930 BCE,0
Vesuvius,Confirmed Eruption,6940 BCE,5
Loloru,Confirmed Eruption,6950 BCE,--
Ichinsky,Confirmed Eruption,6950 BCE,--
Maly Semyachik,Confirmed Eruption,6950 BCE,--
Shikotsu,Confirmed Eruption,6950 BCE,5
Heidarspordar,Confirmed Eruption,6950 BCE,0
Prestahnukur,Confirmed Eruption,6950 BCE,0
Unknown Source,Confirmed Eruption,6955 BCE,--
Guagua Pichincha,Confirmed Eruption,7000 BCE,--
Sheveluch,Confirmed Eruption,7000 BCE,3
Taranaki,Confirmed Eruption,7000 BCE,--
Chaine des Puys,Confirmed Eruption,7020 BCE,--
Pinatubo,Confirmed Eruption,7030 BCE,--
"Orizaba, Pico de",Confirmed Eruption,7030 BCE,4
Loihi,Confirmed Eruption,7050 BCE,0
Hoodoo Mountain,Confirmed Eruption,7050 BCE,0
Adams,Confirmed Eruption,7050 BCE,2
Bezymianny,Confirmed Eruption,7050 BCE,--
Sedanka Lava Field,Confirmed Eruption,7050 BCE,--
Shishaldin,Confirmed Eruption,7050 BCE,--
Akan,Confirmed Eruption,7050 BCE,4
Zheltovsky,Confirmed Eruption,7050 BCE,5
Nemo Peak,Confirmed Eruption,7050 BCE,--
Hakusan,Confirmed Eruption,7050 BCE,--
Megata,Confirmed Eruption,7050 BCE,--
Kirishimayama,Confirmed Eruption,7050 BCE,3
Pantelleria,Confirmed Eruption,7050 BCE,--
Silali,Confirmed Eruption,7050 BCE,--
Maroa,Confirmed Eruption,7050 BCE,--
Galeras,Confirmed Eruption,7050 BCE,--
Pelee,Confirmed Eruption,7050 BCE,--
Ljosufjoll,Confirmed Eruption,7050 BCE,2
Erebus,Confirmed Eruption,7050 BCE,0
Takahe,Confirmed Eruption,7050 BCE,--
Bardarbunga,Confirmed Eruption,7050 BCE,--
Kverkfjoll,Confirmed Eruption,7050 BCE,--
Nemrut Dagi,Confirmed Eruption,7087 BCE,--
Akita-Komagatake,Confirmed Eruption,7100 BCE,--
Khangar,Confirmed Eruption,7100 BCE,--
Bardarbunga,Confirmed Eruption,7100 BCE,--
Hengill,Confirmed Eruption,7100 BCE,0
Karkar,Confirmed Eruption,7140 BCE,4
Unknown Source,Confirmed Eruption,7148 BCE,--
Sheveluch,Confirmed Eruption,7150 BCE,5
Mauna Loa,Confirmed Eruption,7150 BCE,0
Popocatepetl,Confirmed Eruption,7150 BCE,4
Izu-Oshima,Confirmed Eruption,7150 BCE,--
Kujusan,Confirmed Eruption,7180 BCE,--
"Misti, El",Confirmed Eruption,7190 BCE,--
Asamayama,Confirmed Eruption,7200 BCE,--
Longonot,Confirmed Eruption,7200 BCE,--
Haleakala,Confirmed Eruption,7210 BCE,--
Redoubt,Confirmed Eruption,7210 BCE,--
Unknown Source,Confirmed Eruption,7210 BCE,--
Edgecumbe,Confirmed Eruption,7220 BCE,--
Yanteles,Confirmed Eruption,7240 BCE,--
Lascar,Confirmed Eruption,7250 BCE,--
Shasta,Confirmed Eruption,7250 BCE,--
Norikuradake,Confirmed Eruption,7250 BCE,3
Towada,Confirmed Eruption,7250 BCE,5
Gorely,Confirmed Eruption,7250 BCE,2
Krasheninnikov,Confirmed Eruption,7250 BCE,--
Turrialba,Confirmed Eruption,7260 BCE,--
Tenerife,Confirmed Eruption,7260 BCE,--
Redoubt,Confirmed Eruption,7270 BCE,--
Taranaki,Confirmed Eruption,7270 BCE,--
Udokan Plateau,Confirmed Eruption,7290 BCE,--
Kanaga,Confirmed Eruption,7300 BCE,--
Seguam,Confirmed Eruption,7300 BCE,5
Sheveluch,Confirmed Eruption,7300 BCE,5
Midagahara,Confirmed Eruption,7300 BCE,--
Nejapa-Miraflores,Confirmed Eruption,7300 BCE,--
Hengill,Confirmed Eruption,7300 BCE,--
Fujisan,Confirmed Eruption,7310 BCE,--
Merapi,Confirmed Eruption,7310 BCE,--
Pelee,Confirmed Eruption,7320 BCE,--
Taranaki,Confirmed Eruption,7330 BCE,--
Chichinautzin,Confirmed Eruption,7340 BCE,0
Michoacan-Guanajuato,Confirmed Eruption,7350 BCE,3
Shasta,Confirmed Eruption,7350 BCE,0
Three Sisters,Confirmed Eruption,7350 BCE,2
Mauna Loa,Confirmed Eruption,7350 BCE,0
Menengai,Confirmed Eruption,7350 BCE,--
Chichinautzin,Confirmed Eruption,7370 BCE,4
Redoubt,Confirmed Eruption,7380 BCE,--
Mageik,Confirmed Eruption,7380 BCE,--
"Burney, Monte",Confirmed Eruption,7390 BCE,--
Heidarspordar,Confirmed Eruption,7400 BCE,0
Sheveluch,Confirmed Eruption,7400 BCE,5
Yellowstone,Confirmed Eruption,7400 BCE,--
Gorely,Confirmed Eruption,7400 BCE,0
Llaima,Confirmed Eruption,7410 BCE,--
Baru,Confirmed Eruption,7420 BCE,--
Shasta,Confirmed Eruption,7420 BCE,--
Colima,Confirmed Eruption,7420 BCE,--
Fisher,Confirmed Eruption,7420 BCE,6
Redoubt,Confirmed Eruption,7430 BCE,--
Nejapa-Miraflores,Confirmed Eruption,7430 BCE,--
"Burney, Monte",Confirmed Eruption,7450 BCE,5
Haleakala,Confirmed Eruption,7450 BCE,--
Ushishur,Confirmed Eruption,7450 BCE,4
Yakedake,Confirmed Eruption,7450 BCE,0
Bandaisan,Confirmed Eruption,7450 BCE,--
Pinatubo,Confirmed Eruption,7460 BCE,6
Moekeshiwan [Lvinaya Past],Confirmed Eruption,7480 BCE,6
Soufriere Guadeloupe,Confirmed Eruption,7490 BCE,--
Chimborazo,Confirmed Eruption,7500 BCE,--
Sheveluch,Confirmed Eruption,7500 BCE,4
Tangkuban Parahu,Confirmed Eruption,7500 BCE,--
Witori,Confirmed Eruption,7510 BCE,--
Villarrica,Confirmed Eruption,7520 BCE,0
"Orizaba, Pico de",Confirmed Eruption,7530 BCE,--
Fujisan,Confirmed Eruption,7530 BCE,--
Hualalai,Confirmed Eruption,7540 BCE,0
Mauna Loa,Confirmed Eruption,7550 BCE,0
Sheveluch,Confirmed Eruption,7550 BCE,3
Ushkovsky,Confirmed Eruption,7550 BCE,--
Elovsky,Confirmed Eruption,7550 BCE,4
Shishaldin,Confirmed Eruption,7550 BCE,--
Hakusan,Confirmed Eruption,7550 BCE,--
Mutnovsky,Confirmed Eruption,7550 BCE,2
Nemo Peak,Confirmed Eruption,7550 BCE,--
Kurile Lake,Confirmed Eruption,7550 BCE,--
Maly Semyachik,Confirmed Eruption,7550 BCE,--
Bakening,Confirmed Eruption,7550 BCE,2
Paka,Confirmed Eruption,7550 BCE,4
Hasan Dagi,Uncertain Eruption,7550 BCE,--
Ischia,Confirmed Eruption,7550 BCE,--
Hengill,Confirmed Eruption,7550 BCE,0
Tenerife,Confirmed Eruption,7550 BCE,--
Prestahnukur,Confirmed Eruption,7550 BCE,0
Vestmannaeyjar,Confirmed Eruption,7550 BCE,3
Calbuco,Confirmed Eruption,7550 BCE,4
Chikurachki,Confirmed Eruption,7550 BCE,2
Okataina,Confirmed Eruption,7560 BCE,5
Haleakala,Confirmed Eruption,7570 BCE,--
Nemrut Dagi,Confirmed Eruption,7579 BCE,--
Campi Flegrei,Confirmed Eruption,7590 BCE,--
Ruapehu,Confirmed Eruption,7590 BCE,--
Roundtop,Confirmed Eruption,7600 BCE,5
Sheveluch,Confirmed Eruption,7600 BCE,4
Tolbachik,Confirmed Eruption,7600 BCE,--
Zaozan [Zaosan],Confirmed Eruption,7600 BCE,--
Akutan,Confirmed Eruption,7620 BCE,--
Poas,Confirmed Eruption,7620 BCE,--
Unknown Source,Confirmed Eruption,7627 BCE,--
Unknown Source,Confirmed Eruption,7629 BCE,--
Sheveluch,Confirmed Eruption,7630 BCE,4
"Yojoa, Lago",Confirmed Eruption,7638 BCE,--
Shasta,Confirmed Eruption,7650 BCE,4
Izu-Oshima,Confirmed Eruption,7650 BCE,--
Hachijojima,Confirmed Eruption,7650 BCE,--
Taranaki,Confirmed Eruption,7650 BCE,--
Unknown Source,Confirmed Eruption,7683 BCE,--
Cotopaxi,Confirmed Eruption,7690 BCE,2
Colima,Confirmed Eruption,7690 BCE,--
Sheveluch,Confirmed Eruption,7700 BCE,4
Norikuradake,Confirmed Eruption,7700 BCE,3
"Barrier, The",Confirmed Eruption,7710 BCE,--
Unknown Source,Confirmed Eruption,7728 BCE,--
Chaine des Puys,Confirmed Eruption,7740 BCE,--
Jocotitlan,Confirmed Eruption,7740 BCE,--
Shasta,Confirmed Eruption,7750 BCE,--
Sheveluch,Confirmed Eruption,7750 BCE,3
Aira,Confirmed Eruption,7750 BCE,--
Tungurahua,Confirmed Eruption,7750 BCE,4
Chaiten,Confirmed Eruption,7750 BCE,5
Grimsnes,Confirmed Eruption,7750 BCE,3
Pelee,Confirmed Eruption,7750 BCE,--
Antuco,Confirmed Eruption,7750 BCE,--
Huaynaputina,Confirmed Eruption,7750 BCE,--
Nemrut Dagi,Confirmed Eruption,7769 BCE,--
Redoubt,Confirmed Eruption,7800 BCE,--
Rainier,Confirmed Eruption,7800 BCE,--
"Tolima, Nevado del",Confirmed Eruption,7800 BCE,4
Acigol-Nevsehir,Confirmed Eruption,7810 BCE,--
Fujisan,Confirmed Eruption,7820 BCE,--
Unknown Source,Confirmed Eruption,7837 BCE,--
Chaine des Puys,Confirmed Eruption,7840 BCE,--
Ruapehu,Confirmed Eruption,7840 BCE,4
Nasudake,Confirmed Eruption,7850 BCE,3
Akita-Komagatake,Confirmed Eruption,7850 BCE,4
Baker,Confirmed Eruption,7850 BCE,--
Mauna Loa,Confirmed Eruption,7850 BCE,0
Sheveluch,Confirmed Eruption,7850 BCE,3
Moffett,Confirmed Eruption,7850 BCE,--
Heidarspordar,Confirmed Eruption,7850 BCE,--
Unknown Source,Confirmed Eruption,7870 BCE,--
Taapaca,Confirmed Eruption,7900 BCE,--
Hachimantai,Confirmed Eruption,7900 BCE,--
Ksudach,Confirmed Eruption,7900 BCE,5
Poas,Confirmed Eruption,7920 BCE,--
Chichinautzin,Confirmed Eruption,7930 BCE,3
Calbuco,Confirmed Eruption,7930 BCE,--
Unknown Source,Confirmed Eruption,7943 BCE,--
Haleakala,Confirmed Eruption,7950 BCE,--
Sheveluch,Confirmed Eruption,7950 BCE,4
Parinacota,Confirmed Eruption,7950 BCE,--
Unknown Source,Confirmed Eruption,7953 BCE,--
Unknown Source,Confirmed Eruption,7978 BCE,--
Campi Flegrei,Confirmed Eruption,7980 BCE,3
Calbuco,Confirmed Eruption,7990 BCE,--
Reykjanes,Confirmed Eruption,8000 BCE,0
"Hudson, Cerro",Confirmed Eruption,8010 BCE,--
Tangkuban Parahu,Confirmed Eruption,8020 BCE,--
Hachijojima,Confirmed Eruption,8020 BCE,4
Unknown Source,Confirmed Eruption,8026 BCE,--
Unknown Source,Confirmed Eruption,8031 BCE,--
Palinuro,Confirmed Eruption,8040 BCE,--
Taveuni,Confirmed Eruption,8040 BCE,2
Okataina,Confirmed Eruption,8050 BCE,--
Emuruangogolak,Confirmed Eruption,8050 BCE,--
Karisimbi,Confirmed Eruption,8050 BCE,--
Inierie,Confirmed Eruption,8050 BCE,--
Asosan,Confirmed Eruption,8050 BCE,1
Kozushima,Confirmed Eruption,8050 BCE,--
Izu-Oshima,Confirmed Eruption,8050 BCE,--
Iwakisan,Confirmed Eruption,8050 BCE,--
Adatarayama,Confirmed Eruption,8050 BCE,3
Izu-Tobu,Confirmed Eruption,8050 BCE,3
Vilyuchinsky,Confirmed Eruption,8050 BCE,2
Kizimen,Confirmed Eruption,8050 BCE,5
Krasheninnikov,Confirmed Eruption,8050 BCE,--
Kostakan,Confirmed Eruption,8050 BCE,3
Kuttara,Confirmed Eruption,8050 BCE,--
Mauna Loa,Confirmed Eruption,8050 BCE,0
Rainier,Confirmed Eruption,8050 BCE,3
Shasta,Confirmed Eruption,8050 BCE,--
Erebus,Confirmed Eruption,8050 BCE,0
Vestmannaeyjar,Confirmed Eruption,8050 BCE,4
Chacana,Confirmed Eruption,8050 BCE,--
Soufriere Hills,Confirmed Eruption,8050 BCE,--
Aira,Confirmed Eruption,8050 BCE,6
Barren Island,Confirmed Eruption,8060 BCE,--
Garibaldi,Confirmed Eruption,8060 BCE,3
Unknown Source,Confirmed Eruption,8098 BCE,--
Sheveluch,Confirmed Eruption,8100 BCE,4
Calbuco,Confirmed Eruption,8100 BCE,--
Unknown Source,Confirmed Eruption,8103 BCE,--
Taupo,Confirmed Eruption,8130 BCE,5
Unknown Source,Confirmed Eruption,8154 BCE,--
Unknown Source,Confirmed Eruption,8169 BCE,--
Hengill,Confirmed Eruption,8200 BCE,0
Sheveluch,Confirmed Eruption,8200 BCE,4
Pelee,Confirmed Eruption,8210 BCE,4
Calbuco,Confirmed Eruption,8210 BCE,--
Unknown Source,Confirmed Eruption,8230 BCE,--
Grimsvotn,Confirmed Eruption,8230 BCE,6
Unknown Source,Confirmed Eruption,8232 BCE,--
Hengill,Confirmed Eruption,8250 BCE,0
"Negra, Sierra",Confirmed Eruption,8250 BCE,0
Khangar,Confirmed Eruption,8250 BCE,--
Towada,Confirmed Eruption,8250 BCE,5
Ngozi,Confirmed Eruption,8250 BCE,5
Craters of the Moon,Confirmed Eruption,8290 BCE,0
Akita-Komagatake,Confirmed Eruption,8300 BCE,4
West Eifel Volcanic Field,Confirmed Eruption,8300 BCE,--
Itasy Volcanic Field,Confirmed Eruption,8301 BCE,--
Calbuco,Confirmed Eruption,8320 BCE,--
Hengill,Confirmed Eruption,8350 BCE,0
Berlin,Confirmed Eruption,8350 BCE,0
Sheveluch,Confirmed Eruption,8350 BCE,4
Black Butte Crater Lava Field,Confirmed Eruption,8400 BCE,0
Michinmahuida,Confirmed Eruption,8400 BCE,6
Sheveluch,Confirmed Eruption,8450 BCE,3
Izu-Oshima,Confirmed Eruption,8450 BCE,--
Snaefellsjokull,Confirmed Eruption,8460 BCE,--
Calbuco,Confirmed Eruption,8460 BCE,5
Campi Flegrei,Confirmed Eruption,8480 BCE,4
Sheveluch,Confirmed Eruption,8500 BCE,3
Krysuvik-Trolladyngja,Confirmed Eruption,8500 BCE,0
Krafla,Confirmed Eruption,8500 BCE,0
Chikurachki,Confirmed Eruption,8500 BCE,--
Fujisan,Confirmed Eruption,8540 BCE,--
Nasudake,Confirmed Eruption,8550 BCE,2
Ubinas,Confirmed Eruption,8560 BCE,--
Oddnyjarhnjukur-Langjokull,Confirmed Eruption,8600 BCE,0
Mageik,Confirmed Eruption,8670 BCE,--
Zuni-Bandera,Confirmed Eruption,8710 BCE,--
Craters of the Moon,Confirmed Eruption,8720 BCE,0
West Eifel Volcanic Field,Confirmed Eruption,8740 BCE,--
Ulreung,Confirmed Eruption,8750 BCE,6
Merapi,Confirmed Eruption,8780 BCE,--
Akita-Komagatake,Confirmed Eruption,8800 BCE,3
Askja,Confirmed Eruption,8910 BCE,5
Brennisteinsfjoll,Confirmed Eruption,9000 BCE,0
Craters of the Moon,Confirmed Eruption,9050 BCE,0
Kujusan,Confirmed Eruption,9160 BCE,4
Newberry,Confirmed Eruption,9210 BCE,--
Taupo,Confirmed Eruption,9210 BCE,4
Taupo,Confirmed Eruption,9240 BCE,5
Lanin,Confirmed Eruption,9240 BCE,--
Baru,Confirmed Eruption,9280 BCE,--
Redoubt,Confirmed Eruption,9310 BCE,--
Tongariro,Confirmed Eruption,9350 BCE,5
Chikurachki,Confirmed Eruption,9360 BCE,2
Tacana,Confirmed Eruption,9450 BCE,--
Tongariro,Confirmed Eruption,9450 BCE,5
Red Hill,Confirmed Eruption,9450 BCE,--
Taupo,Confirmed Eruption,9460 BCE,5
Towada,Confirmed Eruption,9490 BCE,3
Khangar,Confirmed Eruption,9500 BCE,4
Theistareykir,Confirmed Eruption,9500 BCE,0
Kuchinoerabujima,Confirmed Eruption,9520 BCE,--
Nantaisan,Confirmed Eruption,9540 BCE,--
Tongariro,Confirmed Eruption,9650 BCE,5
Ruapehu,Confirmed Eruption,9650 BCE,--
Glacier Peak,Discredited Eruption,9675 BCE,--
Red Hill,Confirmed Eruption,9700 BCE,--
Ruapehu,Confirmed Eruption,9850 BCE,--
Tongariro,Confirmed Eruption,9850 BCE,--
Red Hill,Confirmed Eruption,9850 BCE,--
Nemrut Dagi,Confirmed Eruption,9950 BCE,--
Craters of the Moon,Confirmed Eruption,0060 BCE,0
Igwisi Hills,Confirmed Eruption,0450 BCE,1
Quetrupillan,Confirmed Eruption,0658 BCE,3
"Yojoa, Lago",Confirmed Eruption,1073 BCE,--
Quetrupillan,Confirmed Eruption,1345 BCE,3
Saunders,Confirmed Eruption,,0
"Fournaise, Piton de la",Confirmed Eruption,,--
